,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live_Pass Types,Dead_Pass Types,FK_Pass Types,TB_Pass Types,Press_Pass Types,Sw_Pass Types,Crs_Pass Types,CK_Pass Types,In_Corner Kicks,Out_Corner Kicks,Str_Corner Kicks,Ground_Height,Low_Height,High_Height,Left_Body Parts,Right_Body Parts,Head_Body Parts,TI_Body Parts,Other_Body Parts,Cmp,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes
0,Aly Abeid,mr  MTN,DF,Levante,19,1997,0.8,38,31,7,0,0,1,0,2,0,0,0,0,20,10,8,20,10,1,7,0,29,0,1,1,2
1,Antonio Adán,es  ESP,GK,Betis,30,1987,30.0,1035,848,187,57,0,157,26,0,0,0,0,0,512,35,488,755,161,3,0,96,714,1,32,5,3
2,Aday,es  ESP,"DF,MF",Girona,29,1987,20.4,1006,861,145,7,0,195,39,99,4,0,0,0,528,149,329,118,656,81,134,1,695,2,34,24,40
3,Aritz Aduriz,es  ESP,FW,Athletic Club,36,1981,23.9,509,490,19,1,0,135,5,16,1,0,0,0,295,110,104,54,307,81,4,16,329,2,13,10,27
4,Martin Agirregabiria,es  ESP,DF,Alavés,21,1996,20.3,873,709,164,3,1,170,11,35,0,0,0,0,441,196,236,47,578,76,161,5,598,0,36,31,54
5,Imanol Agirretxe,es  ESP,FW,Real Sociedad,30,1987,2.6,56,55,1,0,0,14,0,0,0,0,0,0,34,9,13,9,38,5,0,0,36,1,3,1,2
6,Matías Aguirregaray,uy  URU,DF,Las Palmas,28,1989,12.8,668,559,109,8,0,96,7,16,0,0,0,0,399,81,188,61,476,23,101,3,489,3,18,11,14
7,Ager Aketxe,es  ESP,MF,Athletic Club,23,1993,0.5,41,36,5,2,0,6,2,2,3,0,0,0,32,0,9,30,10,1,0,0,32,0,1,0,1
8,David Alba,es  ESP,DF,Getafe,18,1999,0.7,11,11,0,0,0,2,0,0,0,0,0,0,4,6,1,1,7,3,0,0,6,0,2,1,0
9,Jordi Alba,es  ESP,DF,Barcelona,28,1989,30.5,2323,2105,218,23,1,387,22,75,1,0,0,0,1797,284,242,1763,298,57,194,5,1985,8,20,43,79
10,Raúl Albentosa,es  ESP,DF,La Coruña,28,1988,19.4,782,760,22,21,2,108,27,3,0,0,0,0,489,76,217,105,567,91,1,4,600,3,26,7,12
11,Paco Alcácer,es  ESP,"FW,MF",Barcelona,23,1993,7.8,236,227,9,1,0,43,2,7,3,0,0,0,191,19,26,41,180,8,2,2,193,2,2,6,9
12,Pedro Alcalá,es  ESP,DF,Girona,28,1989,7.6,307,296,11,11,0,36,23,1,0,0,0,0,156,29,122,10,240,49,0,4,208,0,19,1,6
13,Steve Aldo One,cm  CMR,DF,La Coruña,22,1995,1.0,22,21,1,1,0,0,0,0,0,0,0,0,17,2,3,20,0,2,0,0,18,0,0,0,0
14,Álex Alegría,es  ESP,FW,Levante,24,1992,6.9,154,141,13,0,0,41,0,3,0,0,0,0,98,27,29,35,83,21,0,3,110,1,2,2,5
15,Iván Alejo,es  ESP,"FW,MF",Eibar,22,1995,12.5,354,345,9,1,0,84,14,76,2,0,0,0,172,60,122,28,288,26,6,2,188,2,15,7,39
16,Alexander,ar  ARG,"FW,MF",Leganés,28,1988,11.7,326,308,18,4,0,63,7,29,10,0,0,0,223,44,59,215,79,27,4,0,220,1,5,10,17
17,Alexis,es  ESP,DF,Alavés,31,1985,24.3,731,603,128,45,0,122,14,4,0,0,0,0,374,80,277,101,445,88,83,4,523,6,30,9,6
18,José Alonso Lara,es  ESP,FW,Sevilla,17,2000,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,0,0,0,3,0,1,0,0
19,Sergio Álvarez,es  ESP,GK,Celta Vigo,30,1986,16.4,518,397,121,38,0,85,7,0,0,0,0,0,237,28,253,78,394,1,0,32,342,2,22,2,2
20,Yeray Álvarez,es  ESP,DF,Athletic Club,22,1995,7.5,437,418,19,12,0,84,10,1,0,0,0,0,318,47,72,36,350,34,7,0,359,2,12,6,7
21,Eloi Amagat,es  ESP,"FW,MF",Girona,32,1985,0.2,8,8,0,0,0,2,0,1,0,0,0,0,6,1,1,1,7,0,0,0,7,0,0,0,0
22,Jordi Amat,es  ESP,"DF,MF",Betis,25,1992,22.7,1572,1542,30,22,0,211,39,0,0,0,0,0,1313,63,196,312,1162,77,8,0,1404,3,26,13,17
23,Amath,sn  SEN,"MF,FW",Getafe,21,1996,31.5,617,610,7,1,0,136,9,23,0,0,0,0,436,63,118,114,437,45,4,5,402,6,21,28,45
24,Nordin Amrabat,ma  MAR,"FW,MF",Leganés,30,1987,18.0,485,462,23,1,0,94,13,52,2,0,0,0,319,58,108,35,409,21,11,3,308,6,16,16,39
25,Jon Ander Serantes,es  ESP,GK,Leganés,27,1989,1.0,27,16,11,5,0,2,1,0,0,0,0,0,2,0,25,0,22,0,0,1,8,0,2,0,0
26,Florin Andone,ro  ROU,FW,La Coruña,24,1993,18.2,295,278,17,0,0,69,5,23,0,0,0,0,168,67,60,35,182,54,2,9,182,1,15,2,21
27,Miguel Ángel Guerrero,es  ESP,FW,Leganés,27,1990,16.1,356,330,26,0,0,60,1,1,0,0,0,0,254,57,45,42,241,41,0,13,274,0,3,8,12
28,Miguel Ángel Moyá,es  ESP,GK,Real Sociedad,33,1984,8.5,272,230,42,11,0,32,9,0,0,0,0,0,120,8,144,32,214,0,0,10,204,0,14,3,1
29,Miguel Ángel Rubio,es  ESP,DF,Getafe,19,1998,0.3,7,7,0,0,0,2,0,0,0,0,0,0,1,3,3,1,2,2,0,0,3,0,1,0,0
30,José Ángel,es  ESP,DF,Eibar,27,1989,26.9,1634,1275,359,58,0,248,86,117,41,0,0,0,608,261,765,1098,141,113,260,2,987,5,98,28,79
31,Vitorino Antunes,pt  POR,DF,Getafe,30,1987,31.1,1328,959,369,53,1,197,43,83,49,0,0,0,490,285,553,857,111,81,267,4,832,8,60,32,48
32,Alberto Aquilani,it  ITA,MF,Las Palmas,33,1984,14.4,992,970,22,21,0,154,51,5,0,0,0,0,761,80,151,119,831,33,1,6,826,3,20,23,20
33,Mauro Arambarri,uy  URU,MF,Getafe,21,1995,23.6,658,651,7,2,1,119,45,6,0,0,0,0,360,65,233,63,513,69,2,1,452,6,25,22,20
34,Guilherme Arana,br  BRA,DF,Sevilla,20,1997,2.1,130,109,21,3,0,8,1,2,0,0,0,0,84,18,28,86,16,10,18,0,107,0,7,1,4
35,Sergio Araujo,ar  ARG,"FW,MF",Las Palmas,25,1992,0.4,22,21,1,0,0,4,0,1,0,0,0,0,18,1,3,3,16,2,1,0,20,0,0,0,1
36,Anaitz Arbilla,es  ESP,DF,Eibar,30,1987,26.8,1583,1502,81,47,0,233,141,9,2,0,0,0,940,156,487,301,1071,155,32,6,1234,9,87,24,29
37,José Arnaiz,es  ESP,MF,Barcelona,22,1995,0.1,4,4,0,0,0,1,0,0,0,0,0,0,3,1,0,1,2,1,0,0,3,0,0,0,0
38,Alejandro Arribas,es  ESP,DF,La Coruña,28,1989,3.0,120,120,0,0,0,14,2,0,0,0,0,0,78,12,30,8,100,12,0,0,96,0,3,0,2
39,Sergio Arribas,es  ESP,FW,Leganés,22,1995,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
40,Kepa Arrizabalaga,es  ESP,GK,Athletic Club,22,1994,30.0,862,663,199,65,0,118,23,0,0,0,0,0,259,22,581,89,684,1,0,67,545,6,11,3,3
41,Aythami Artiles,es  ESP,DF,Las Palmas,31,1986,2.1,90,82,8,8,0,22,1,0,0,0,0,0,67,6,17,13,71,3,0,0,75,0,2,1,0
42,Sergio Asenjo,es  ESP,GK,Villarreal,28,1989,23.0,469,325,144,35,0,41,13,0,0,0,0,0,154,26,289,47,310,0,0,86,277,4,19,2,0
43,Marco Asensio,es  ESP,"FW,MF",Real Madrid,21,1996,20.5,1226,1160,66,11,6,190,39,76,41,0,0,0,987,84,155,1048,142,22,13,1,1028,5,10,24,41
44,Iago Aspas,es  ESP,FW,Celta Vigo,29,1987,32.6,1290,1230,60,17,3,291,37,52,24,0,0,0,978,146,166,922,286,62,5,7,971,12,31,37,44
45,Carlos Bacca,co  COL,FW,Villarreal,30,1986,27.5,528,499,29,0,1,105,11,27,1,0,0,0,392,76,60,25,448,39,2,5,380,7,12,20,17
46,Cédric Bakambu,cd  COD,FW,Villarreal,26,1991,14.0,281,269,12,1,0,51,8,18,0,0,0,0,208,39,34,21,223,26,0,3,200,1,4,11,11
47,Zakaria Bakkali,be  BEL,"FW,MF",La Coruña,21,1996,10.2,316,307,9,1,0,70,4,24,5,0,0,0,218,29,69,52,245,14,3,1,228,3,8,7,13
48,Gareth Bale,wal  WAL,"FW,MF",Real Madrid,28,1989,19.9,770,750,20,0,2,152,37,58,0,0,0,0,549,92,129,635,71,29,18,5,604,7,12,18,30
49,Mikel Balenziaga,es  ESP,DF,Athletic Club,29,1988,17.2,782,649,133,2,0,103,8,39,0,0,0,0,423,120,239,469,107,65,131,3,579,0,23,14,29
50,Éver Banega,ar  ARG,MF,Sevilla,29,1988,26.7,2265,2069,196,96,2,393,96,43,89,0,0,0,1670,163,432,234,1969,44,10,3,1846,20,36,47,50
51,Léo Baptistão,br  BRA,"FW,MF",Espanyol,24,1992,29.7,746,701,45,1,0,152,11,37,2,0,0,0,499,96,151,115,514,78,7,8,486,1,16,20,59
52,Mariano Barbosa,ar  ARG,GK,Villarreal,33,1984,12.5,253,174,79,16,0,23,5,0,0,0,0,0,115,11,127,21,184,1,0,40,162,0,14,0,0
53,Enis Bardhi,mk  MKD,MF,Levante,22,1995,17.6,661,591,70,23,1,128,30,24,39,0,0,0,457,61,143,98,520,27,5,8,507,3,19,9,16
54,Antonio Barragán,es  ESP,"DF,MF",Betis,30,1987,26.3,1592,1436,156,13,4,253,31,79,1,0,0,0,1048,208,336,169,1154,98,142,4,1269,4,28,31,46
55,Barri,es  ESP,"MF,FW",Getafe,21,1995,1.3,23,23,0,0,0,8,1,0,0,0,0,0,15,2,6,1,18,2,0,0,14,2,1,2,0
56,Marc Bartra,es  ESP,DF,Betis,26,1991,15.8,1107,1069,38,38,2,111,40,3,0,0,0,0,829,58,220,92,925,65,0,8,928,5,27,11,9
57,Borja Bastón,es  ESP,FW,Málaga,24,1992,11.0,231,216,15,1,0,63,2,2,0,0,0,0,151,44,36,12,169,29,0,4,175,0,9,9,11
58,Jon Bautista,es  ESP,"FW,MF",Real Sociedad,22,1995,2.1,36,34,2,0,0,7,0,0,0,0,0,0,28,6,2,5,28,1,0,0,25,0,2,4,0
59,Paul Baysse,fr  FRA,DF,Málaga,29,1988,13.8,551,535,16,14,0,90,14,2,0,0,0,0,342,70,139,84,361,88,2,5,433,0,15,5,5
60,Claudio Beauvue,GPE,FW,Leganés,29,1988,18.6,316,291,25,2,0,80,2,11,0,0,0,0,169,71,76,51,164,46,2,10,206,4,8,6,12
61,Bebé,pt  POR,"MF,FW",Eibar,27,1990,4.1,152,138,14,5,0,37,6,25,4,0,0,0,82,26,44,22,108,13,5,2,91,0,10,2,13
62,Wissam Ben Yedder,fr  FRA,FW,Sevilla,26,1990,18.9,460,432,28,0,0,103,2,12,0,0,0,0,365,47,48,217,204,29,1,3,357,5,7,17,12
63,Karim Benzema,fr  FRA,FW,Real Madrid,29,1987,23.9,868,839,29,2,5,173,13,18,0,0,0,0,745,68,55,114,735,14,0,4,713,4,7,28,37
64,Markel Bergara,es  ESP,MF,Getafe,31,1986,16.2,394,381,13,3,0,74,4,6,2,0,0,0,222,51,121,41,239,89,0,5,272,6,10,9,9
65,Pedro Bigas,es  ESP,DF,Las Palmas,26,1990,9.9,592,578,14,9,1,69,14,0,0,0,0,0,473,36,83,300,249,34,5,2,514,2,7,5,9
66,Rubén Blanco,es  ESP,GK,Celta Vigo,22,1995,21.6,684,567,117,35,1,94,19,0,0,0,0,0,283,28,373,146,458,1,0,58,418,6,25,3,2
67,Emmanuel Boateng,gh  GHA,FW,Levante,21,1996,14.2,228,217,11,1,0,67,3,6,0,0,0,0,142,25,61,33,128,32,0,3,146,3,6,4,12
68,Daniele Bonera,it  ITA,DF,Villarreal,36,1981,13.2,570,552,18,17,1,77,11,0,0,0,0,0,424,54,92,77,448,39,1,0,485,2,14,10,2
69,Celso Borges,cr  CRC,MF,La Coruña,29,1988,25.5,1209,1195,14,9,0,254,27,17,1,0,0,0,776,151,282,141,849,134,4,3,924,5,8,19,31
70,Ryad Boudebouz,dz  ALG,"MF,FW",Betis,27,1990,15.2,840,783,57,26,1,127,37,29,21,0,0,0,623,74,143,661,137,27,4,4,634,2,18,25,24
71,Yassine Bounou,ma  MAR,GK,Girona,26,1991,29.5,660,443,217,64,0,71,30,0,0,0,0,0,146,22,492,501,47,0,0,64,333,3,23,3,1
72,Lucas Boyé,ar  ARG,"FW,MF",Celta Vigo,21,1996,3.2,134,131,3,0,0,26,2,8,0,0,0,0,95,19,20,20,104,5,3,1,88,1,5,5,7
73,Darko Brašanac,rs  SRB,"MF,FW",Leganés,25,1992,13.4,439,423,16,11,1,85,7,11,2,0,0,0,313,46,80,83,301,37,3,3,332,4,15,4,15
74,Alberto Bueno,es  ESP,"FW,MF",Málaga,29,1988,2.6,103,101,2,0,1,19,4,3,0,0,0,0,71,12,20,18,78,5,1,0,80,1,1,2,2
75,Burgui,es  ESP,"FW,MF",Alavés,23,1993,11.5,354,336,18,3,2,73,7,18,3,0,0,0,280,35,39,42,286,16,9,0,264,1,8,14,22
76,Sergio Busquets,es  ESP,MF,Barcelona,29,1988,28.8,2173,2115,58,56,1,400,51,3,0,0,0,0,1758,202,213,372,1678,85,1,5,1945,5,15,31,23
77,Unai Bustinza,es  ESP,DF,Leganés,25,1992,18.2,686,622,64,25,0,109,21,11,0,0,0,0,399,89,198,23,519,84,39,3,526,2,18,11,15
78,Erick Cabaco,uy  URU,DF,Levante,22,1995,11.5,325,294,31,31,0,51,5,0,0,0,0,0,193,30,102,18,265,37,0,0,227,0,15,6,6
79,Gustavo Cabral,ar  ARG,DF,Celta Vigo,31,1985,20.8,1285,1268,17,15,0,194,25,0,0,0,0,0,958,92,235,126,1014,114,1,6,1115,2,28,9,6
80,Leandro Cabrera,uy  URU,DF,Getafe,26,1991,8.0,308,240,68,9,0,42,16,14,0,0,0,0,78,43,187,159,36,46,59,0,148,2,19,11,11
81,Cala,es  ESP,DF,Getafe,27,1989,20.0,681,626,55,55,1,127,64,0,0,0,0,0,247,84,350,81,457,114,0,3,412,1,56,6,9
82,Carlos Calderón,es  ESP,FW,Getafe,22,1995,0.1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
83,Jonathan Calleri,ar  ARG,FW,Las Palmas,23,1993,34.5,720,651,69,1,0,139,27,30,0,0,0,0,426,127,167,50,521,73,2,27,452,5,35,19,38
84,Víctor Camarasa,es  ESP,MF,Betis,23,1994,13.9,625,624,1,1,1,113,21,6,0,0,0,0,521,43,61,76,525,18,0,0,542,2,11,12,13
85,José Campaña,es  ESP,MF,Levante,24,1993,30.3,1617,1503,114,44,3,327,69,35,69,0,0,0,1180,152,285,216,1280,102,1,8,1307,6,46,29,38
86,Joel Campbell,cr  CRC,"MF,FW",Betis,25,1992,2.4,94,93,1,0,1,13,3,2,0,0,0,0,76,9,9,85,5,3,1,0,80,0,1,2,1
87,Sergio Canales,es  ESP,"MF,FW",Real Sociedad,26,1991,21.5,1298,1144,154,49,4,214,90,59,88,2,2,0,947,63,288,1149,119,15,11,3,1035,4,26,15,36
88,João Cancelo,pt  POR,MF,Valencia,23,1994,1.0,46,46,0,0,1,13,2,7,0,0,0,0,33,7,6,4,40,2,0,0,28,0,1,1,5
89,Ander Capa,es  ESP,DF,Eibar,25,1992,25.1,1469,1173,296,14,1,226,24,70,1,0,0,0,746,260,463,94,984,92,281,1,1030,9,53,46,68
90,Lionel Carole,fr  FRA,DF,Sevilla,26,1991,6.0,343,306,37,1,0,66,2,3,0,0,0,0,232,38,73,257,26,23,36,0,272,3,10,3,14
91,Yannick Carrasco,be  BEL,"MF,FW",Atlético Madrid,23,1993,10.0,341,317,24,8,0,66,5,20,6,0,0,0,266,41,34,45,272,12,9,2,252,3,5,9,18
92,Daniel Carriço,pt  POR,DF,Sevilla,28,1988,5.1,243,238,5,5,0,33,3,2,0,0,0,0,171,39,33,37,175,25,0,2,207,0,3,2,4
93,Federico Cartabia,ar  ARG,"FW,MF",La Coruña,24,1993,14.7,593,555,38,9,2,133,19,38,12,0,0,0,401,83,109,432,100,42,16,1,444,2,15,17,26
94,Dani Carvajal,es  ESP,DF,Real Madrid,25,1992,24.7,1815,1643,172,15,1,293,44,93,0,0,0,0,1264,245,306,119,1435,81,157,7,1520,6,17,39,52
95,Casemiro,br  BRA,MF,Real Madrid,25,1992,28.8,1736,1712,24,22,3,280,86,10,0,0,0,0,1283,152,301,159,1445,92,1,9,1515,7,22,21,29
96,Kiko Casilla,es  ESP,GK,Real Madrid,30,1986,10.0,193,153,40,6,0,25,7,0,0,0,0,0,106,10,77,3,150,0,0,33,143,1,4,3,1
97,Dani Castellano,es  ESP,DF,Las Palmas,29,1987,22.5,1033,874,159,10,0,165,12,32,2,0,0,0,615,145,273,661,139,75,147,0,793,3,25,21,25
98,Javi Castellano,es  ESP,MF,Las Palmas,29,1987,17.4,1060,1035,25,23,0,129,13,3,0,0,0,0,847,115,98,127,840,69,2,5,931,0,13,22,15
99,Samu Castillejo,es  ESP,"MF,FW",Villarreal,22,1995,23.0,992,899,93,26,1,202,49,51,60,1,0,0,724,71,197,774,173,24,6,6,747,7,21,20,30
100,Chory Castro,uy  URU,"MF,FW",Málaga,32,1984,22.8,999,898,101,33,1,205,53,83,30,0,0,0,556,119,324,726,153,65,37,4,655,15,32,27,46
101,Jonny Castro,es  ESP,DF,Celta Vigo,23,1994,35.6,2020,1776,244,28,0,333,43,45,1,0,0,0,1353,269,398,548,1124,107,215,5,1643,13,38,38,40
102,Rubén Castro,es  ESP,FW,Betis,36,1981,4.0,55,51,4,0,0,9,1,0,0,0,0,0,41,5,9,7,43,3,1,1,45,0,0,2,2
103,Dani Ceballos,es  ESP,"MF,FW",Real Madrid,20,1996,4.5,361,353,8,3,0,50,9,4,3,0,0,0,329,15,17,23,332,3,2,1,339,1,2,4,4
104,Emanuel Cecchini,ar  ARG,"MF,DF",Málaga,20,1996,0.3,18,18,0,0,0,0,1,0,0,0,0,0,14,1,3,1,16,1,0,0,16,0,0,0,2
105,Nereo Champagne,ar  ARG,GK,Leganés,32,1985,2.0,52,29,23,8,0,12,1,0,0,0,0,0,6,2,44,3,43,0,0,4,26,1,1,0,2
106,Charles,br  BRA,FW,Eibar,33,1984,17.5,415,393,22,0,0,101,4,10,1,0,0,0,229,99,87,11,276,67,0,27,286,1,12,15,17
107,Chema,es  ESP,DF,Levante,25,1992,22.4,716,689,27,26,1,111,30,0,0,0,0,0,447,56,213,528,111,56,0,0,552,2,22,10,6
108,Denis Cheryshev,ru  RUS,"MF,FW",Villarreal,26,1990,10.3,347,343,4,1,2,69,9,29,0,0,0,0,239,38,70,269,39,31,2,1,230,3,13,13,16
109,Leandro Chichizola,ar  ARG,GK,Las Palmas,27,1990,27.0,929,734,195,64,0,126,26,0,0,0,0,0,453,60,416,100,681,1,0,128,635,4,43,9,2
110,Chuca,es  ESP,MF,Villarreal,20,1997,1.0,56,50,6,2,0,7,4,4,4,0,0,0,41,5,10,6,46,4,0,0,36,1,3,3,0
111,Cifu,es  ESP,DF,Málaga,26,1990,1.2,77,61,16,0,0,16,2,8,0,0,0,0,42,11,24,6,54,0,16,1,59,0,0,1,7
112,Jasper Cillessen,nl  NED,GK,Barcelona,28,1989,1.0,27,18,9,0,0,5,0,0,0,0,0,0,18,2,7,7,16,0,0,4,19,0,0,0,0
113,Coke,es  ESP,DF,Levante,30,1987,15.4,748,619,129,2,0,137,8,19,0,0,0,0,391,134,223,83,472,52,127,5,542,4,17,19,30
114,Emre Çolak,tr  TUR,"MF,FW",La Coruña,26,1991,16.1,860,809,51,25,2,132,41,40,18,0,0,0,618,70,172,792,38,21,6,0,669,5,23,15,32
115,Francis Coquelin,fr  FRA,"MF,DF",Valencia,26,1991,7.3,314,311,3,2,0,85,11,4,0,0,0,0,230,35,49,30,246,25,1,1,258,5,8,6,6
116,Sébastien Corchia,fr  FRA,DF,Sevilla,26,1990,9.1,390,335,55,1,1,55,4,23,0,0,0,0,232,58,100,31,273,25,54,0,292,1,13,9,6
117,Iñigo Córdoba,es  ESP,"FW,MF",Athletic Club,20,1997,16.2,543,536,7,4,1,134,17,50,0,0,0,0,383,51,109,376,127,27,3,0,353,3,14,16,37
118,Ángel Correa,ar  ARG,"FW,MF",Atlético Madrid,22,1995,24.9,897,891,6,0,2,199,13,40,3,0,0,0,697,97,103,176,681,31,0,6,646,9,14,30,48
119,Joaquín Correa,ar  ARG,"FW,MF",Sevilla,22,1994,13.2,495,478,17,3,1,120,9,9,3,0,0,0,384,61,50,52,392,30,9,5,394,8,4,6,23
120,Diego Costa,es  ESP,FW,Atlético Madrid,28,1988,11.5,328,323,5,0,1,86,4,5,0,0,0,0,241,51,36,34,237,34,0,14,248,1,8,12,20
121,Jaume Costa,es  ESP,DF,Villarreal,29,1988,28.3,1581,1400,181,9,0,300,22,63,2,0,0,0,1000,227,354,976,321,89,170,2,1220,7,31,30,40
122,Philippe Coutinho,br  BRA,"FW,MF",Barcelona,25,1992,14.4,858,799,59,8,1,186,27,17,46,0,0,0,708,67,83,61,774,11,5,3,713,4,14,18,19
123,Iván Cuéllar,es  ESP,GK,Leganés,33,1984,35.0,927,590,337,139,0,70,22,0,0,0,0,0,117,34,776,734,38,0,0,64,401,6,40,2,5
124,Sergi Darder,es  ESP,MF,Espanyol,23,1993,30.9,1492,1428,64,38,4,236,47,20,22,0,0,0,1103,107,282,98,1313,71,4,3,1186,8,38,19,39
125,Salem Al-Dawsari,sa  KSA,MF,Villarreal,25,1991,0.4,17,17,0,0,0,3,0,1,0,0,0,0,17,0,0,3,14,0,0,0,15,0,0,0,1
126,Ousmane Dembélé,fr  FRA,"FW,MF",Barcelona,20,1997,10.2,498,466,32,3,2,108,20,25,25,0,4,0,414,36,48,228,259,5,4,1,392,6,5,23,26
127,Ermedin Demirović,ba  BIH,FW,Alavés,19,1998,2.0,31,31,0,0,0,8,1,1,0,0,0,0,17,3,11,3,19,6,0,1,20,0,1,1,3
128,Gerard Deulofeu,es  ESP,"MF,FW",Barcelona,23,1994,5.6,290,276,14,1,0,58,3,14,12,0,3,0,238,18,34,17,266,5,1,1,226,0,1,3,16
129,Adrián Diéguez,es  ESP,DF,Alavés,21,1996,4.8,172,144,28,6,0,24,5,1,1,0,0,0,106,5,61,118,19,13,21,1,130,1,8,3,2
130,Lucas Digne,fr  FRA,DF,Barcelona,24,1993,7.9,539,477,62,7,0,90,6,16,0,0,0,0,401,88,50,433,23,22,55,0,465,0,5,13,17
131,Djené,tg  TOG,DF,Getafe,25,1991,36.0,1053,1008,45,37,0,162,20,9,0,0,0,0,561,100,392,193,660,157,8,5,717,10,32,16,19
